title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	description.1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	genotype/variation:ch1	tissue:ch1
Trisomy_9 [16774]	GSM3144805	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 9 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 9	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16774	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216644	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091782	NONE	Trisomy 9	blastocyst
Trisomy_XXX [16147]	GSM3144806	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy XXX embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy XXX	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16147	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216643	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091783	NONE	Trisomy XXX	blastocyst
Trisomy_XXX [16187]	GSM3144807	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy XXX embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy XXX	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16187	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216642	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091784	NONE	Trisomy XXX	blastocyst
Trisomy_XXY [16185_asterick]	GSM3144808	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy XXY embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy XXY	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16185	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216641	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091785	NONE	Trisomy XXY	blastocyst
Trisomy_XXY [16186]	GSM3144809	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy XXY embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy XXY	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16186	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216640	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091786	NONE	Trisomy XXY	blastocyst
Monosomy_1 [16756]	GSM3144810	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 1 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 1	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16756	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216639	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091787	NONE	Monosomy 1	blastocyst
Monosomy_1 [16782]	GSM3144811	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 1 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 1	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16782	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216567	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091788	NONE	Monosomy 1	blastocyst
Monosomy_10 [16757]	GSM3144812	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 10 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 10	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16757	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216566	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091789	NONE	Monosomy 10	blastocyst
Monosomy_10 [16797]	GSM3144813	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 10 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 10	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16797	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216628	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091790	NONE	Monosomy 10	blastocyst
Monosomy_11 [16720]	GSM3144814	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 11 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 11	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16720	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216627	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091791	NONE	Monosomy 11	blastocyst
Monosomy_11 [16748]	GSM3144815	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 11 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 11	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16748	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216626	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091792	NONE	Monosomy 11	blastocyst
Monosomy_12 [16725]	GSM3144816	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 12 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 12	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16725	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216625	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091793	NONE	Monosomy 12	blastocyst
Monosomy_13 [16780]	GSM3144817	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 13 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 13	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16780	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216624	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091794	NONE	Monosomy 13	blastocyst
Monosomy_13 [16795]	GSM3144818	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 13 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 13	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16795	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216623	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091795	NONE	Monosomy 13	blastocyst
Monosomy_14 [16772]	GSM3144819	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 14 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 14	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16772	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216622	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091796	NONE	Monosomy 14	blastocyst
Monosomy_14 [16796]	GSM3144820	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 14 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 14	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16796	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216621	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091797	NONE	Monosomy 14	blastocyst
Monosomy_15 [16614]	GSM3144821	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 15 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 15	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16614	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216620	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091798	NONE	Monosomy 15	blastocyst
Monosomy_15 [16728]	GSM3144822	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 15 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 15	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16728	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216619	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091799	NONE	Monosomy 15	blastocyst
Monosomy_16 [16721]	GSM3144823	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 16 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 16	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16721	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216618	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091800	NONE	Monosomy 16	blastocyst
Monosomy_16 [16723]	GSM3144824	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 16 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 16	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16723	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216617	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091801	NONE	Monosomy 16	blastocyst
Monosomy_17 [16745]	GSM3144825	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 17 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 17	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16745	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216616	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091802	NONE	Monosomy 17	blastocyst
Monosomy_17 [16751]	GSM3144826	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 17 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 17	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16751	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216615	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091803	NONE	Monosomy 17	blastocyst
Monosomy_18 [16752]	GSM3144827	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 18 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 18	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16752	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216614	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091804	NONE	Monosomy 18	blastocyst
Monosomy_18 [16773]	GSM3144828	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 18 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 18	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16773	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216613	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091805	NONE	Monosomy 18	blastocyst
Monosomy_19 [16729]	GSM3144829	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 19 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 19	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16729	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216612	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091806	NONE	Monosomy 19	blastocyst
Monosomy_19 [16769]	GSM3144830	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 19 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 19	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16769	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216611	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091807	NONE	Monosomy 19	blastocyst
Monosomy_2 [16722]	GSM3144831	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 2 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 2	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16722	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216610	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091808	NONE	Monosomy 2	blastocyst
